type_of_water_source,town_name,province_name,location_type,number_of_people_served,time_in_queue,results
well,Rural,Kilimani,Rural,266,0,Contaminated: Biological
tap_in_home,Rural,Hawassa,Rural,866,0,
tap_in_home,Rural,Hawassa,Rural,920,0,
well,Rural,Hawassa,Rural,174,0,Contaminated: Biological
well,Dahabu,Amanzi,Urban,394,0,Contaminated: Biological
tap_in_home_broken,Rural,Kilimani,Rural,858,0,
tap_in_home_broken,Amara,Kilimani,Urban,726,0,
river,Kofi,Sokoto,Urban,984,26,
river,Asmara,Amanzi,Urban,932,26,
well,Rural,Akatsi,Rural,174,0,Clean
shared_tap,Asmara,Amanzi,Urban,848,84,
river,Kofi,Sokoto,Urban,856,7,
well,Rural,Akatsi,Rural,188,0,Contaminated: Chemical
well,Rural,Sokoto,Rural,264,0,Contaminated: Chemical
shared_tap,Rural,Hawassa,Rural,3662,30,
river,Rural,Sokoto,Rural,826,18,
tap_in_home_broken,Kintampo,Akatsi,Urban,910,0,
well,Lusaka,Akatsi,Urban,326,0,Clean
tap_in_home,Rural,Hawassa,Rural,690,0,
well,Rural,Kilimani,Rural,368,0,Contaminated: Biological
shared_tap,Rural,Akatsi,Rural,1394,22,
well,Rural,Akatsi,Rural,332,0,Clean
tap_in_home_broken,Serowe,Hawassa,Urban,386,0,
well,Rural,Hawassa,Rural,352,0,Clean
tap_in_home_broken,Rural,Kilimani,Rural,354,0,
well,Rural,Sokoto,Rural,234,0,Contaminated: Chemical
tap_in_home_broken,Rural,Hawassa,Rural,948,0,
well,Rural,Akatsi,Rural,166,0,Contaminated: Chemical
tap_in_home,Kintampo,Akatsi,Urban,614,0,
well,Rural,Amanzi,Rural,384,0,Contaminated: Chemical
river,Majengo,Sokoto,Urban,400,10,
tap_in_home,Rural,Akatsi,Rural,812,0,
tap_in_home_broken,Lusaka,Akatsi,Urban,478,0,
tap_in_home,Isiqalo,Kilimani,Urban,302,0,
well,Dahabu,Amanzi,Urban,364,0,Contaminated: Biological
tap_in_home,Rural,Akatsi,Rural,862,0,
tap_in_home_broken,Amina,Amanzi,Urban,674,0,
well,Harare,Akatsi,Urban,336,0,Contaminated: Chemical
tap_in_home_broken,Rural,Akatsi,Rural,380,0,
well,Lusaka,Akatsi,Urban,330,0,Contaminated: Biological
shared_tap,Rural,Amanzi,Rural,3230,30,
shared_tap,Rural,Sokoto,Rural,3826,240,
tap_in_home,Ilanga,Sokoto,Urban,554,0,
well,Rural,Akatsi,Rural,238,0,Clean
shared_tap,Amina,Amanzi,Urban,1088,20,
tap_in_home,Rural,Kilimani,Rural,940,0,
well,Rural,Hawassa,Rural,192,0,Contaminated: Biological
well,Rural,Hawassa,Rural,198,0,Clean
tap_in_home,Dahabu,Amanzi,Urban,524,0,
tap_in_home,Rural,Amanzi,Rural,900,0,
well,Serowe,Hawassa,Urban,198,0,Contaminated: Biological
well,Majengo,Sokoto,Urban,386,0,Clean
shared_tap,Rural,Akatsi,Rural,620,68,
shared_tap,Rural,Sokoto,Rural,516,17,
well,Rural,Akatsi,Rural,246,0,Contaminated: Chemical
well,Rural,Amanzi,Rural,184,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,208,0,Contaminated: Chemical
tap_in_home_broken,Rural,Amanzi,Rural,974,0,
river,Zuri,Kilimani,Urban,608,15,
tap_in_home,Pwani,Amanzi,Urban,714,0,
tap_in_home,Rural,Kilimani,Rural,416,0,
tap_in_home,Rural,Hawassa,Rural,334,0,
well,Rural,Sokoto,Rural,340,0,Contaminated: Biological
shared_tap,Rural,Sokoto,Rural,2572,28,
well,Rural,Hawassa,Rural,242,0,Contaminated: Biological
well,Rural,Kilimani,Rural,356,0,Contaminated: Biological
well,Rural,Akatsi,Rural,266,0,Clean
shared_tap,Rural,Sokoto,Rural,2840,228,
well,Rural,Kilimani,Rural,392,0,Contaminated: Biological
tap_in_home,Majengo,Sokoto,Urban,500,0,
well,Dahabu,Amanzi,Urban,192,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,208,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,164,0,Contaminated: Biological
well,Rural,Akatsi,Rural,260,0,Clean
tap_in_home_broken,Abidjan,Amanzi,Urban,742,0,
tap_in_home,Rural,Amanzi,Rural,490,0,
tap_in_home,Bello,Amanzi,Urban,570,0,
tap_in_home,Isiqalo,Kilimani,Urban,406,0,
tap_in_home,Bahari,Sokoto,Urban,500,0,
shared_tap,Rural,Kilimani,Rural,3230,240,
well,Rural,Akatsi,Rural,216,0,Clean
well,Rural,Akatsi,Rural,236,0,Clean
well,Rural,Amanzi,Rural,214,0,Contaminated: Chemical
tap_in_home_broken,Abidjan,Amanzi,Urban,508,0,
river,Rural,Akatsi,Rural,608,13,
shared_tap,Rural,Kilimani,Rural,1716,147,
tap_in_home,Rural,Amanzi,Rural,794,0,
shared_tap,Rural,Akatsi,Rural,2488,27,
tap_in_home_broken,Mrembo,Kilimani,Urban,972,0,
well,Rural,Hawassa,Rural,366,0,Contaminated: Chemical
well,Amara,Kilimani,Urban,188,0,Contaminated: Biological
shared_tap,Rural,Kilimani,Rural,3062,30,
well,Rural,Akatsi,Rural,162,0,Contaminated: Chemical
tap_in_home_broken,Cheche,Sokoto,Urban,460,0,
tap_in_home,Abidjan,Amanzi,Urban,728,0,
shared_tap,Rural,Sokoto,Rural,1366,122,
tap_in_home_broken,Lusaka,Akatsi,Urban,476,0,
tap_in_home_broken,Bello,Amanzi,Urban,458,0,
well,Amina,Amanzi,Urban,298,0,Clean
well,Lusaka,Akatsi,Urban,360,0,Clean
well,Rural,Hawassa,Rural,294,0,Contaminated: Biological
well,Rural,Akatsi,Rural,222,0,Clean
well,Rural,Kilimani,Rural,390,0,Contaminated: Chemical
shared_tap,Zuri,Kilimani,Urban,2740,221,
tap_in_home,Rural,Amanzi,Rural,570,0,
tap_in_home_broken,Harare,Akatsi,Urban,758,0,
river,Rural,Sokoto,Rural,890,10,
river,Rural,Sokoto,Rural,440,6,
river,Rural,Hawassa,Rural,818,17,
well,Amara,Kilimani,Urban,302,0,Clean
well,Marang,Sokoto,Urban,278,0,Contaminated: Biological
well,Kintampo,Akatsi,Urban,392,0,Contaminated: Biological
well,Rural,Kilimani,Rural,244,0,Contaminated: Biological
well,Rural,Akatsi,Rural,162,0,Contaminated: Biological
tap_in_home,Rural,Hawassa,Rural,368,0,
river,Rural,Hawassa,Rural,600,23,
tap_in_home,Rural,Amanzi,Rural,886,0,
shared_tap,Rural,Kilimani,Rural,1464,129,
well,Rural,Hawassa,Rural,314,0,Clean
well,Amina,Amanzi,Urban,392,0,Clean
river,Rural,Akatsi,Rural,952,16,
well,Rural,Kilimani,Rural,294,0,Contaminated: Biological
shared_tap,Mrembo,Kilimani,Urban,1020,97,
well,Rural,Akatsi,Rural,300,0,Contaminated: Chemical
tap_in_home_broken,Harare,Akatsi,Urban,670,0,
shared_tap,Rural,Sokoto,Rural,760,18,
tap_in_home,Mrembo,Kilimani,Urban,950,0,
shared_tap,Rural,Sokoto,Rural,3088,30,
well,Rural,Akatsi,Rural,376,0,Clean
shared_tap,Rural,Kilimani,Rural,596,18,
well,Rural,Akatsi,Rural,342,0,Clean
well,Rural,Kilimani,Rural,338,0,Contaminated: Chemical
tap_in_home_broken,Rural,Amanzi,Rural,598,0,
well,Rural,Amanzi,Rural,394,0,Clean
tap_in_home,Rural,Kilimani,Rural,686,0,
well,Rural,Kilimani,Rural,334,0,Contaminated: Biological
shared_tap,Marang,Sokoto,Urban,1460,128,
well,Rural,Akatsi,Rural,232,0,Clean
tap_in_home,Ilanga,Sokoto,Urban,502,0,
well,Harare,Akatsi,Urban,346,0,Clean
river,Rural,Sokoto,Rural,400,10,
tap_in_home,Dahabu,Amanzi,Urban,714,0,
tap_in_home_broken,Rural,Sokoto,Rural,798,0,
well,Rural,Kilimani,Rural,242,0,Contaminated: Chemical
tap_in_home,Dahabu,Amanzi,Urban,782,0,
tap_in_home_broken,Rural,Amanzi,Rural,932,0,
well,Rural,Akatsi,Rural,370,0,Contaminated: Chemical
shared_tap,Rural,Sokoto,Rural,1228,21,
well,Asmara,Amanzi,Urban,170,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,180,0,Contaminated: Chemical
well,Isiqalo,Kilimani,Urban,236,0,Clean
river,Rural,Akatsi,Rural,678,19,
well,Harare,Akatsi,Urban,174,0,Contaminated: Chemical
river,Ilanga,Sokoto,Urban,626,29,
tap_in_home_broken,Lusaka,Akatsi,Urban,840,0,
shared_tap,Rural,Hawassa,Rural,3354,30,
shared_tap,Rural,Akatsi,Rural,3656,240,
well,Amara,Kilimani,Urban,366,0,Contaminated: Chemical
river,Bello,Amanzi,Urban,956,24,
river,Majengo,Sokoto,Urban,818,25,
well,Mrembo,Kilimani,Urban,306,0,Contaminated: Chemical
shared_tap,Rural,Amanzi,Rural,1886,24,
tap_in_home_broken,Deka,Hawassa,Urban,686,0,
shared_tap,Rural,Hawassa,Rural,3730,240,
well,Rural,Akatsi,Rural,308,0,Clean
tap_in_home,Rural,Sokoto,Rural,570,0,
river,Rural,Akatsi,Rural,846,13,
well,Rural,Kilimani,Rural,188,0,Contaminated: Chemical
well,Lusaka,Akatsi,Urban,230,0,Clean
well,Rural,Sokoto,Rural,160,0,Contaminated: Chemical
well,Mrembo,Kilimani,Urban,364,0,Clean
well,Isiqalo,Kilimani,Urban,194,0,Clean
shared_tap,Rural,Hawassa,Rural,2986,30,
well,Rural,Kilimani,Rural,272,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,200,0,Contaminated: Chemical
tap_in_home,Serowe,Hawassa,Urban,548,0,
tap_in_home,Marang,Sokoto,Urban,984,0,
well,Ilanga,Sokoto,Urban,188,0,Contaminated: Chemical
tap_in_home_broken,Rural,Amanzi,Rural,796,0,
well,Deka,Hawassa,Urban,220,0,Contaminated: Biological
well,Rural,Hawassa,Rural,244,0,Contaminated: Biological
tap_in_home_broken,Lusaka,Akatsi,Urban,422,0,
tap_in_home,Dahabu,Amanzi,Urban,698,0,
well,Rural,Kilimani,Rural,252,0,Contaminated: Biological
tap_in_home,Asmara,Amanzi,Urban,482,0,
tap_in_home,Amina,Hawassa,Urban,686,0,
tap_in_home_broken,Rural,Kilimani,Rural,784,0,
tap_in_home_broken,Amina,Amanzi,Urban,306,0,
well,Rural,Hawassa,Rural,324,0,Contaminated: Chemical
tap_in_home_broken,Rural,Hawassa,Rural,338,0,
well,Rural,Hawassa,Rural,346,0,Clean
well,Rural,Sokoto,Rural,314,0,Contaminated: Biological
tap_in_home,Rural,Hawassa,Rural,964,0,
shared_tap,Rural,Sokoto,Rural,1502,22,
shared_tap,Rural,Akatsi,Rural,2544,207,
well,Rural,Sokoto,Rural,170,0,Contaminated: Chemical
shared_tap,Rural,Kilimani,Rural,3392,30,
tap_in_home_broken,Rural,Amanzi,Rural,944,0,
shared_tap,Rural,Kilimani,Rural,1070,20,
shared_tap,Rural,Sokoto,Rural,2770,223,
river,Rural,Akatsi,Rural,712,21,
tap_in_home_broken,Ilanga,Sokoto,Urban,728,0,
tap_in_home_broken,Rural,Akatsi,Rural,656,0,
shared_tap,Rural,Akatsi,Rural,1388,123,
well,Isiqalo,Kilimani,Urban,246,0,Contaminated: Biological
well,Rural,Hawassa,Rural,374,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,344,0,Clean
tap_in_home_broken,Rural,Amanzi,Rural,816,0,
well,Rural,Akatsi,Rural,398,0,Clean
tap_in_home_broken,Rural,Sokoto,Rural,600,0,
tap_in_home,Harare,Akatsi,Urban,426,0,
tap_in_home_broken,Rural,Sokoto,Rural,636,0,
shared_tap,Bello,Amanzi,Urban,530,61,
tap_in_home_broken,Harare,Akatsi,Urban,730,0,
well,Isiqalo,Kilimani,Urban,310,0,Contaminated: Chemical
well,Rural,Amanzi,Rural,182,0,Clean
well,Rural,Sokoto,Rural,332,0,Contaminated: Biological
shared_tap,Rural,Akatsi,Rural,2894,232,
well,Mrembo,Kilimani,Urban,372,0,Contaminated: Biological
shared_tap,Rural,Akatsi,Rural,3804,30,
well,Mrembo,Kilimani,Urban,172,0,Clean
tap_in_home_broken,Asmara,Amanzi,Urban,806,0,
well,Rural,Hawassa,Rural,160,0,Contaminated: Biological
tap_in_home_broken,Pwani,Amanzi,Urban,584,0,
well,Zanzibar,Hawassa,Urban,200,0,Contaminated: Chemical
shared_tap,Rural,Sokoto,Rural,3756,240,
shared_tap,Rural,Amanzi,Rural,3952,240,
tap_in_home,Rural,Akatsi,Rural,312,0,
well,Rural,Hawassa,Rural,298,0,Contaminated: Chemical
well,Kofi,Sokoto,Urban,240,0,Clean
tap_in_home,Rural,Amanzi,Rural,556,0,
well,Rural,Akatsi,Rural,214,0,Contaminated: Chemical
well,Rural,Sokoto,Rural,204,0,Contaminated: Chemical
tap_in_home_broken,Asmara,Amanzi,Urban,740,0,
well,Harare,Kilimani,Urban,360,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,264,0,Contaminated: Biological
well,Rural,Akatsi,Rural,278,0,Contaminated: Biological
well,Rural,Hawassa,Rural,228,0,Contaminated: Biological
tap_in_home,Abidjan,Amanzi,Urban,812,0,
tap_in_home_broken,Ilanga,Sokoto,Urban,904,0,
shared_tap,Dahabu,Amanzi,Urban,3132,30,
well,Amina,Amanzi,Urban,226,0,Contaminated: Biological
shared_tap,Rural,Sokoto,Rural,570,17,
well,Rural,Amanzi,Rural,300,0,Clean
well,Rural,Akatsi,Rural,252,0,Contaminated: Chemical
tap_in_home,Rural,Akatsi,Rural,472,0,
well,Rural,Kilimani,Rural,164,0,Clean
well,Amina,Hawassa,Urban,216,0,Contaminated: Biological
river,Rural,Sokoto,Rural,526,18,
river,Rural,Kilimani,Rural,770,8,
tap_in_home,Rural,Kilimani,Rural,850,0,
tap_in_home,Majengo,Sokoto,Urban,596,0,
tap_in_home,Kofi,Sokoto,Urban,716,0,
tap_in_home_broken,Harare,Akatsi,Urban,656,0,
well,Rural,Kilimani,Rural,210,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,320,0,Clean
tap_in_home,Cheche,Sokoto,Urban,876,0,
shared_tap,Rural,Sokoto,Rural,3198,30,
river,Rural,Sokoto,Rural,456,7,
well,Rural,Hawassa,Rural,256,0,Contaminated: Biological
shared_tap,Zuri,Kilimani,Urban,2918,234,
well,Cheche,Sokoto,Urban,302,0,Contaminated: Chemical
well,Amina,Hawassa,Urban,304,0,Contaminated: Biological
well,Rural,Akatsi,Rural,384,0,Contaminated: Biological
tap_in_home_broken,Rural,Hawassa,Rural,596,0,
shared_tap,Rural,Hawassa,Rural,1540,134,
tap_in_home_broken,Amina,Amanzi,Urban,894,0,
river,Rural,Kilimani,Rural,760,6,
shared_tap,Rural,Akatsi,Rural,742,18,
tap_in_home,Dahabu,Amanzi,Urban,496,0,
tap_in_home,Rural,Sokoto,Rural,682,0,
tap_in_home,Rural,Hawassa,Rural,708,0,
tap_in_home_broken,Mrembo,Kilimani,Urban,620,0,
shared_tap,Rural,Sokoto,Rural,3098,240,
tap_in_home,Zuri,Kilimani,Urban,726,0,
well,Rural,Kilimani,Rural,206,0,Contaminated: Biological
well,Rural,Hawassa,Rural,332,0,Contaminated: Chemical
tap_in_home,Abidjan,Amanzi,Urban,460,0,
well,Rural,Kilimani,Rural,192,0,Clean
well,Rural,Akatsi,Rural,246,0,Clean
well,Rural,Hawassa,Rural,260,0,Contaminated: Chemical
tap_in_home,Harare,Akatsi,Urban,750,0,
tap_in_home_broken,Rural,Akatsi,Rural,660,0,
river,Rural,Sokoto,Rural,782,24,
well,Rural,Sokoto,Rural,164,0,Contaminated: Biological
shared_tap,Rural,Kilimani,Rural,218,16,
tap_in_home,Rural,Kilimani,Rural,972,0,
well,Asmara,Amanzi,Urban,244,0,Clean
river,Rural,Hawassa,Rural,466,27,
tap_in_home_broken,Serowe,Hawassa,Urban,758,0,
well,Rural,Akatsi,Rural,388,0,Clean
well,Rural,Akatsi,Rural,380,0,Contaminated: Chemical
tap_in_home_broken,Rural,Hawassa,Rural,562,0,
shared_tap,Rural,Hawassa,Rural,1668,23,
tap_in_home_broken,Rural,Sokoto,Rural,972,0,
tap_in_home,Ilanga,Sokoto,Urban,882,0,
tap_in_home,Rural,Sokoto,Rural,828,0,
tap_in_home_broken,Rural,Kilimani,Rural,944,0,
tap_in_home_broken,Rural,Amanzi,Rural,730,0,
well,Lusaka,Akatsi,Urban,334,0,Contaminated: Chemical
well,Cheche,Sokoto,Urban,390,0,Clean
well,Rural,Sokoto,Rural,232,0,Contaminated: Biological
shared_tap,Rural,Amanzi,Rural,604,66,
shared_tap,Zuri,Kilimani,Urban,2032,170,
tap_in_home_broken,Serowe,Hawassa,Urban,726,0,
well,Amina,Hawassa,Urban,228,0,Contaminated: Chemical
shared_tap,Rural,Kilimani,Rural,454,56,
shared_tap,Rural,Akatsi,Rural,3346,240,
shared_tap,Rural,Akatsi,Rural,238,16,
well,Rural,Sokoto,Rural,298,0,Contaminated: Chemical
tap_in_home,Kofi,Sokoto,Urban,786,0,
tap_in_home,Ilanga,Sokoto,Urban,738,0,
well,Rural,Akatsi,Rural,316,0,Contaminated: Chemical
river,Harare,Kilimani,Urban,828,28,
well,Rural,Kilimani,Rural,168,0,Contaminated: Biological
tap_in_home,Abidjan,Amanzi,Urban,580,0,
river,Rural,Sokoto,Rural,804,16,
tap_in_home,Rural,Kilimani,Rural,312,0,
tap_in_home,Rural,Sokoto,Rural,656,0,
well,Rural,Sokoto,Rural,212,0,Contaminated: Biological
well,Isiqalo,Kilimani,Urban,230,0,Contaminated: Biological
shared_tap,Rural,Akatsi,Rural,2482,202,
river,Rural,Akatsi,Rural,676,28,
well,Rural,Kilimani,Rural,286,0,Contaminated: Biological
well,Rural,Kilimani,Rural,292,0,Contaminated: Chemical
tap_in_home,Ilanga,Sokoto,Urban,328,0,
well,Rural,Sokoto,Rural,274,0,Clean
tap_in_home_broken,Rural,Amanzi,Rural,638,0,
tap_in_home,Rural,Amanzi,Rural,688,0,
well,Amara,Kilimani,Urban,360,0,Contaminated: Biological
well,Rural,Kilimani,Rural,220,0,Contaminated: Chemical
well,Bello,Amanzi,Urban,206,0,Contaminated: Chemical
shared_tap,Rural,Sokoto,Rural,2612,212,
river,Rural,Kilimani,Rural,478,29,
tap_in_home,Rural,Akatsi,Rural,844,0,
tap_in_home,Rural,Hawassa,Rural,890,0,
well,Marang,Sokoto,Urban,212,0,Clean
tap_in_home,Rural,Akatsi,Rural,666,0,
shared_tap,Rural,Hawassa,Rural,3062,30,
river,Rural,Sokoto,Rural,874,23,
tap_in_home,Bahari,Sokoto,Urban,502,0,
well,Rural,Hawassa,Rural,366,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,260,0,Clean
river,Rural,Kilimani,Rural,580,27,
well,Kintampo,Akatsi,Urban,240,0,Clean
tap_in_home_broken,Rural,Hawassa,Rural,758,0,
tap_in_home,Kintampo,Akatsi,Urban,940,0,
well,Rural,Amanzi,Rural,334,0,Clean
shared_tap,Rural,Hawassa,Rural,2568,28,
shared_tap,Rural,Kilimani,Rural,2078,25,
shared_tap,Rural,Kilimani,Rural,2550,207,
tap_in_home_broken,Kintampo,Akatsi,Urban,552,0,
well,Rural,Sokoto,Rural,250,0,Contaminated: Chemical
river,Rural,Kilimani,Rural,618,23,
tap_in_home_broken,Amina,Amanzi,Urban,402,0,
tap_in_home_broken,Rural,Sokoto,Rural,462,0,
tap_in_home_broken,Rural,Amanzi,Rural,360,0,
river,Rural,Kilimani,Rural,752,28,
shared_tap,Ilanga,Sokoto,Urban,1594,23,
tap_in_home_broken,Rural,Sokoto,Rural,414,0,
tap_in_home,Asmara,Amanzi,Urban,536,0,
tap_in_home_broken,Rural,Amanzi,Rural,788,0,
well,Rural,Kilimani,Rural,200,0,Contaminated: Biological
river,Asmara,Amanzi,Urban,476,13,
shared_tap,Abidjan,Amanzi,Urban,278,43,
shared_tap,Rural,Sokoto,Rural,2712,29,
well,Kofi,Sokoto,Urban,204,0,Contaminated: Chemical
well,Harare,Kilimani,Urban,376,0,Clean
well,Rural,Akatsi,Rural,332,0,Contaminated: Chemical
well,Rural,Sokoto,Rural,240,0,Contaminated: Biological
tap_in_home_broken,Amina,Amanzi,Urban,750,0,
tap_in_home_broken,Rural,Akatsi,Rural,742,0,
tap_in_home,Lusaka,Akatsi,Urban,442,0,
well,Rural,Hawassa,Rural,166,0,Contaminated: Biological
tap_in_home,Kofi,Sokoto,Urban,310,0,
well,Rural,Sokoto,Rural,250,0,Contaminated: Biological
shared_tap,Rural,Amanzi,Rural,3818,240,
tap_in_home,Rural,Amanzi,Rural,688,0,
well,Rural,Sokoto,Rural,378,0,Contaminated: Biological
shared_tap,Rural,Akatsi,Rural,2824,227,
well,Pwani,Amanzi,Urban,174,0,Contaminated: Biological
well,Isiqalo,Kilimani,Urban,276,0,Contaminated: Biological
well,Asmara,Amanzi,Urban,284,0,Clean
tap_in_home_broken,Rural,Sokoto,Rural,684,0,
shared_tap,Rural,Hawassa,Rural,1276,115,
well,Rural,Akatsi,Rural,264,0,Contaminated: Biological
river,Rural,Akatsi,Rural,584,28,
river,Rural,Akatsi,Rural,538,13,
well,Isiqalo,Kilimani,Urban,296,0,Contaminated: Chemical
shared_tap,Rural,Akatsi,Rural,1480,130,
well,Rural,Akatsi,Rural,296,0,Clean
well,Rural,Hawassa,Rural,262,0,Clean
tap_in_home,Zuri,Kilimani,Urban,368,0,
river,Rural,Sokoto,Rural,832,15,
well,Rural,Hawassa,Rural,324,0,Contaminated: Biological
well,Rural,Amanzi,Rural,330,0,Contaminated: Chemical
well,Harare,Kilimani,Urban,294,0,Contaminated: Biological
well,Rural,Kilimani,Rural,398,0,Contaminated: Biological
tap_in_home,Bello,Amanzi,Urban,614,0,
well,Rural,Sokoto,Rural,312,0,Contaminated: Chemical
well,Rural,Amanzi,Rural,196,0,Clean
well,Rural,Akatsi,Rural,384,0,Clean
tap_in_home,Marang,Sokoto,Urban,830,0,
river,Zuri,Kilimani,Urban,588,18,
well,Amara,Kilimani,Urban,388,0,Contaminated: Chemical
tap_in_home_broken,Bello,Amanzi,Urban,436,0,
tap_in_home,Rural,Amanzi,Rural,902,0,
well,Harare,Kilimani,Urban,316,0,Contaminated: Chemical
well,Mrembo,Kilimani,Urban,306,0,Contaminated: Chemical
tap_in_home,Abidjan,Amanzi,Urban,906,0,
tap_in_home,Rural,Akatsi,Rural,996,0,
tap_in_home_broken,Rural,Sokoto,Rural,926,0,
tap_in_home,Rural,Amanzi,Rural,586,0,
tap_in_home_broken,Rural,Hawassa,Rural,814,0,
well,Rural,Akatsi,Rural,230,0,Clean
shared_tap,Harare,Akatsi,Urban,1570,23,
river,Amina,Amanzi,Urban,804,5,
tap_in_home,Mrembo,Kilimani,Urban,608,0,
river,Majengo,Sokoto,Urban,636,8,
shared_tap,Rural,Akatsi,Rural,3602,30,
shared_tap,Rural,Kilimani,Rural,246,41,
tap_in_home,Rural,Akatsi,Rural,306,0,
tap_in_home_broken,Rural,Sokoto,Rural,574,0,
shared_tap,Harare,Akatsi,Urban,2754,29,
tap_in_home_broken,Amina,Hawassa,Urban,332,0,
tap_in_home_broken,Pwani,Amanzi,Urban,444,0,
tap_in_home_broken,Pwani,Amanzi,Urban,878,0,
well,Rural,Akatsi,Rural,302,0,Contaminated: Chemical
well,Majengo,Sokoto,Urban,198,0,Contaminated: Chemical
river,Rural,Kilimani,Rural,600,22,
river,Rural,Amanzi,Rural,644,5,
well,Rural,Sokoto,Rural,336,0,Contaminated: Biological
well,Rural,Amanzi,Rural,202,0,Contaminated: Chemical
well,Rural,Amanzi,Rural,188,0,Contaminated: Chemical
river,Harare,Kilimani,Urban,888,13,
river,Rural,Amanzi,Rural,898,5,
well,Rural,Hawassa,Rural,334,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,292,0,Clean
tap_in_home,Rural,Akatsi,Rural,562,0,
tap_in_home,Rural,Akatsi,Rural,658,0,
shared_tap,Rural,Sokoto,Rural,2244,26,
well,Rural,Hawassa,Rural,314,0,Contaminated: Biological
well,Rural,Akatsi,Rural,308,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,346,0,Contaminated: Biological
well,Rural,Akatsi,Rural,178,0,Clean
well,Amina,Hawassa,Urban,308,0,Contaminated: Biological
tap_in_home_broken,Amina,Hawassa,Urban,834,0,
well,Rural,Akatsi,Rural,282,0,Contaminated: Chemical
tap_in_home,Mrembo,Kilimani,Urban,854,0,
well,Deka,Hawassa,Urban,302,0,Contaminated: Biological
well,Rural,Akatsi,Rural,328,0,Contaminated: Chemical
shared_tap,Rural,Sokoto,Rural,2004,168,
river,Majengo,Sokoto,Urban,694,20,
well,Amina,Hawassa,Urban,342,0,Clean
well,Rural,Akatsi,Rural,194,0,Clean
well,Rural,Akatsi,Rural,270,0,Contaminated: Chemical
tap_in_home,Rural,Kilimani,Rural,820,0,
shared_tap,Rural,Kilimani,Rural,460,56,
tap_in_home,Harare,Akatsi,Urban,356,0,
well,Rural,Kilimani,Rural,262,0,Clean
well,Rural,Akatsi,Rural,278,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,268,0,Clean
tap_in_home_broken,Deka,Hawassa,Urban,880,0,
river,Amina,Amanzi,Urban,766,16,
well,Marang,Sokoto,Urban,244,0,Contaminated: Chemical
shared_tap,Rural,Amanzi,Rural,3228,30,
tap_in_home_broken,Rural,Sokoto,Rural,980,0,
well,Rural,Hawassa,Rural,162,0,Contaminated: Biological
well,Rural,Akatsi,Rural,284,0,Contaminated: Chemical
river,Rural,Akatsi,Rural,840,10,
tap_in_home_broken,Rural,Hawassa,Rural,342,0,
shared_tap,Rural,Akatsi,Rural,420,17,
tap_in_home_broken,Rural,Kilimani,Rural,886,0,
well,Rural,Sokoto,Rural,326,0,Contaminated: Biological
tap_in_home,Rural,Kilimani,Rural,668,0,
well,Rural,Kilimani,Rural,226,0,Contaminated: Biological
tap_in_home,Amara,Kilimani,Urban,910,0,
well,Rural,Amanzi,Rural,382,0,Clean
tap_in_home,Kofi,Sokoto,Urban,838,0,
well,Amara,Kilimani,Urban,224,0,Clean
well,Rural,Akatsi,Rural,384,0,Clean
tap_in_home_broken,Asmara,Amanzi,Urban,700,0,
tap_in_home_broken,Rural,Amanzi,Rural,538,0,
tap_in_home_broken,Isiqalo,Kilimani,Urban,420,0,
well,Rural,Akatsi,Rural,284,0,Contaminated: Biological
tap_in_home_broken,Rural,Hawassa,Rural,462,0,
well,Pwani,Amanzi,Urban,238,0,Clean
well,Rural,Akatsi,Rural,272,0,Clean
well,Rural,Hawassa,Rural,262,0,Contaminated: Biological
well,Dahabu,Amanzi,Urban,214,0,Clean
well,Rural,Akatsi,Rural,288,0,Contaminated: Chemical
river,Rural,Hawassa,Rural,982,28,
well,Rural,Akatsi,Rural,222,0,Contaminated: Chemical
well,Zanzibar,Hawassa,Urban,348,0,Contaminated: Biological
tap_in_home,Mrembo,Kilimani,Urban,434,0,
well,Rural,Akatsi,Rural,236,0,Contaminated: Chemical
well,Ilanga,Sokoto,Urban,288,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,350,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,338,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,238,0,Contaminated: Biological
well,Rural,Amanzi,Rural,302,0,Contaminated: Chemical
tap_in_home,Djenne,Hawassa,Urban,590,0,
well,Rural,Hawassa,Rural,240,0,Clean
well,Rural,Amanzi,Rural,330,0,Contaminated: Chemical
well,Rural,Sokoto,Rural,214,0,Clean
tap_in_home_broken,Lusaka,Akatsi,Urban,536,0,
well,Rural,Hawassa,Rural,218,0,Contaminated: Biological
well,Rural,Akatsi,Rural,316,0,Contaminated: Biological
